model_source,condition,sub_cond,item,test_name,test_definition,LLH_left,LLH_right,logOdds,test_passed
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,13,test_1,1|1>1|2,-5.25,-5.125,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,13,test_2,1|1>1|3,-5.25,-5.21875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,13,test_3,2|1>2|2,-4.84375,-4.71875,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,13,test_4,2|1>2|3,-4.84375,-4.90625,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,14,test_1,1|1>1|2,-4.71875,-4.8125,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,14,test_2,1|1>1|3,-4.71875,-4.65625,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,14,test_3,2|1>2|2,-4.90625,-5.0625,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,14,test_4,2|1>2|3,-4.90625,-4.9375,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,15,test_1,1|1>1|2,-5.1875,-5.4375,0.25,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,15,test_2,1|1>1|3,-5.1875,-5.53125,0.34375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,15,test_3,2|1>2|2,-5.0,-5.59375,0.59375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,15,test_4,2|1>2|3,-5.0,-5.21875,0.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,16,test_1,1|1>1|2,-4.6875,-4.75,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,16,test_2,1|1>1|3,-4.6875,-4.65625,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,16,test_3,2|1>2|2,-5.15625,-5.1875,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,16,test_4,2|1>2|3,-5.15625,-5.0,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,17,test_1,1|1>1|2,-3.125,-3.109375,-0.015625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,17,test_2,1|1>1|3,-3.125,-3.15625,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,17,test_3,2|1>2|2,-3.28125,-3.328125,0.046875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,17,test_4,2|1>2|3,-3.28125,-3.25,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,18,test_1,1|1>1|2,-3.90625,-4.03125,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,18,test_2,1|1>1|3,-3.90625,-3.96875,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,18,test_3,2|1>2|2,-3.921875,-4.125,0.203125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,18,test_4,2|1>2|3,-3.921875,-3.921875,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,19,test_1,1|1>1|2,-5.5,-5.375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,19,test_2,1|1>1|3,-5.5,-5.96875,0.46875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,19,test_3,2|1>2|2,-5.3125,-5.28125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,19,test_4,2|1>2|3,-5.3125,-5.78125,0.46875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,20,test_1,1|1>1|2,-2.15625,-2.515625,0.359375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,20,test_2,1|1>1|3,-2.15625,-2.421875,0.265625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,20,test_3,2|1>2|2,-2.484375,-2.859375,0.375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,20,test_4,2|1>2|3,-2.484375,-2.8125,0.328125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,21,test_1,1|1>1|2,-4.84375,-4.6875,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,21,test_2,1|1>1|3,-4.84375,-4.9375,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,21,test_3,2|1>2|2,-4.6875,-4.5625,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,21,test_4,2|1>2|3,-4.6875,-4.78125,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,22,test_1,1|1>1|2,-4.4375,-4.5625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,22,test_2,1|1>1|3,-4.4375,-4.5,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,22,test_3,2|1>2|2,-4.4375,-4.5625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,22,test_4,2|1>2|3,-4.4375,-4.5,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,23,test_1,1|1>1|2,-5.0625,-4.90625,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,23,test_2,1|1>1|3,-5.0625,-4.78125,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,23,test_3,2|1>2|2,-5.1875,-5.03125,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,23,test_4,2|1>2|3,-5.1875,-4.90625,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,24,test_1,1|1>1|2,-5.28125,-5.1875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,24,test_2,1|1>1|3,-5.28125,-5.125,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,24,test_3,2|1>2|2,-5.28125,-5.28125,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,24,test_4,2|1>2|3,-5.28125,-5.21875,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,25,test_1,1|1>1|2,-4.21875,-4.1875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,25,test_2,1|1>1|3,-4.21875,-4.25,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,25,test_3,2|1>2|2,-4.21875,-4.1875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,25,test_4,2|1>2|3,-4.21875,-4.25,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_1,1|1>1|2,-5.125,-5.0625,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_2,1|1>1|3,-5.125,-5.03125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_3,2|1>2|2,-5.125,-5.15625,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_4,2|1>2|3,-5.125,-5.125,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_1,1|1>1|2,-5.21875,-5.09375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_2,1|1>1|3,-5.21875,-4.96875,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_3,2|1>2|2,-4.90625,-4.8125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_4,2|1>2|3,-4.90625,-4.71875,-0.1875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_1,1|1>1|2,-3.46875,-3.34375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_2,1|1>1|3,-3.46875,-3.59375,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_3,2|1>2|2,-3.453125,-3.46875,0.015625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_4,2|1>2|3,-3.453125,-3.546875,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_1,1|1>1|2,-5.4375,-5.625,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_2,1|1>1|3,-5.4375,-5.40625,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_3,2|1>2|2,-5.28125,-5.40625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_4,2|1>2|3,-5.28125,-5.25,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_1,1|1>1|2,-6.1875,-6.1875,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_2,1|1>1|3,-6.1875,-6.34375,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_3,2|1>2|2,-6.0625,-6.1875,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_4,2|1>2|3,-6.0625,-6.21875,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_1,1|1>1|2,-6.25,-5.9375,-0.3125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_2,1|1>1|3,-6.25,-6.40625,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_3,2|1>2|2,-5.75,-5.8125,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_4,2|1>2|3,-5.75,-6.0,0.25,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_1,1|1>1|2,-3.046875,-2.828125,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_2,1|1>1|3,-3.046875,-2.890625,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_3,2|1>2|2,-2.953125,-2.828125,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_4,2|1>2|3,-2.953125,-2.875,-0.078125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_1,1|1>1|2,-5.1875,-5.1875,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_2,1|1>1|3,-5.1875,-5.3125,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_3,2|1>2|2,-5.125,-5.1875,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_4,2|1>2|3,-5.125,-5.25,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_1,1|1>1|2,-4.5625,-4.53125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_2,1|1>1|3,-4.5625,-4.25,-0.3125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_3,2|1>2|2,-4.5625,-4.53125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_4,2|1>2|3,-4.5625,-4.3125,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_1,1|1>1|2,-5.84375,-5.46875,-0.375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_2,1|1>1|3,-5.84375,-6.0625,0.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_3,2|1>2|2,-6.03125,-5.59375,-0.4375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_4,2|1>2|3,-6.03125,-6.125,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_1,1|1>1|2,-4.25,-4.375,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_2,1|1>1|3,-4.25,-4.5625,0.3125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_3,2|1>2|2,-4.4375,-4.5,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_4,2|1>2|3,-4.4375,-4.59375,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_1,1|1>1|2,-5.125,-5.25,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_2,1|1>1|3,-5.125,-5.15625,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_3,2|1>2|2,-5.21875,-5.25,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_4,2|1>2|3,-5.21875,-5.25,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,13,test_1,1|1>1|2,-5.25,-5.125,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,13,test_2,1|1>1|3,-5.25,-5.21875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,13,test_3,2|1>2|2,-4.84375,-4.71875,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,13,test_4,2|1>2|3,-4.84375,-4.90625,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,14,test_1,1|1>1|2,-4.71875,-4.8125,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,14,test_2,1|1>1|3,-4.71875,-4.65625,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,14,test_3,2|1>2|2,-4.90625,-5.0625,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,14,test_4,2|1>2|3,-4.90625,-4.9375,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,15,test_1,1|1>1|2,-5.1875,-5.4375,0.25,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,15,test_2,1|1>1|3,-5.1875,-5.53125,0.34375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,15,test_3,2|1>2|2,-5.0,-5.59375,0.59375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,15,test_4,2|1>2|3,-5.0,-5.21875,0.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,16,test_1,1|1>1|2,-4.6875,-4.75,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,16,test_2,1|1>1|3,-4.6875,-4.65625,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,16,test_3,2|1>2|2,-5.15625,-5.1875,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,16,test_4,2|1>2|3,-5.15625,-5.0,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,17,test_1,1|1>1|2,-3.125,-3.109375,-0.015625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,17,test_2,1|1>1|3,-3.125,-3.15625,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,17,test_3,2|1>2|2,-3.28125,-3.328125,0.046875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,17,test_4,2|1>2|3,-3.28125,-3.25,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,18,test_1,1|1>1|2,-3.90625,-4.03125,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,18,test_2,1|1>1|3,-3.90625,-3.96875,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,18,test_3,2|1>2|2,-3.921875,-4.125,0.203125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,18,test_4,2|1>2|3,-3.921875,-3.921875,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,19,test_1,1|1>1|2,-5.5,-5.375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,19,test_2,1|1>1|3,-5.5,-5.96875,0.46875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,19,test_3,2|1>2|2,-5.3125,-5.28125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,19,test_4,2|1>2|3,-5.3125,-5.78125,0.46875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,20,test_1,1|1>1|2,-2.15625,-2.515625,0.359375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,20,test_2,1|1>1|3,-2.15625,-2.421875,0.265625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,20,test_3,2|1>2|2,-2.484375,-2.859375,0.375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,20,test_4,2|1>2|3,-2.484375,-2.8125,0.328125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,21,test_1,1|1>1|2,-4.84375,-4.6875,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,21,test_2,1|1>1|3,-4.84375,-4.9375,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,21,test_3,2|1>2|2,-4.6875,-4.5625,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,21,test_4,2|1>2|3,-4.6875,-4.78125,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,22,test_1,1|1>1|2,-4.4375,-4.5625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,22,test_2,1|1>1|3,-4.4375,-4.5,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,22,test_3,2|1>2|2,-4.4375,-4.5625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,22,test_4,2|1>2|3,-4.4375,-4.5,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,23,test_1,1|1>1|2,-5.0625,-4.90625,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,23,test_2,1|1>1|3,-5.0625,-4.78125,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,23,test_3,2|1>2|2,-5.1875,-5.03125,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,23,test_4,2|1>2|3,-5.1875,-4.90625,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,24,test_1,1|1>1|2,-5.28125,-5.1875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,24,test_2,1|1>1|3,-5.28125,-5.125,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,24,test_3,2|1>2|2,-5.28125,-5.28125,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,24,test_4,2|1>2|3,-5.28125,-5.21875,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,25,test_1,1|1>1|2,-4.21875,-4.1875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,25,test_2,1|1>1|3,-4.21875,-4.25,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,25,test_3,2|1>2|2,-4.21875,-4.1875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,25,test_4,2|1>2|3,-4.21875,-4.25,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_1,1|1>1|2,-2.96875,-3.15625,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_2,1|1>1|3,-2.96875,-3.765625,0.796875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_3,2|1>2|2,-3.96875,-3.21875,-0.75,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_4,2|1>2|3,-3.96875,-4.6875,0.71875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_1,1|1>1|2,-2.109375,-2.09375,-0.015625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_2,1|1>1|3,-2.109375,-2.90625,0.796875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_3,2|1>2|2,-3.0625,-2.921875,-0.140625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_4,2|1>2|3,-3.0625,-3.640625,0.578125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_1,1|1>1|2,-3.75,-3.78125,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_2,1|1>1|3,-3.75,-5.125,1.375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_3,2|1>2|2,-3.140625,-2.9375,-0.203125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_4,2|1>2|3,-3.140625,-4.03125,0.890625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_1,1|1>1|2,-4.125,-4.3125,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_2,1|1>1|3,-4.125,-5.09375,0.96875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_3,2|1>2|2,-3.71875,-3.1875,-0.53125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_4,2|1>2|3,-3.71875,-4.1875,0.46875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_1,1|1>1|2,-3.171875,-2.984375,-0.1875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_2,1|1>1|3,-3.171875,-4.59375,1.421875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_3,2|1>2|2,-2.59375,-2.609375,0.015625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_4,2|1>2|3,-2.59375,-3.59375,1.0,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_1,1|1>1|2,-4.78125,-5.4375,0.65625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_2,1|1>1|3,-4.78125,-5.46875,0.6875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_3,2|1>2|2,-3.078125,-2.984375,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_4,2|1>2|3,-3.078125,-3.90625,0.828125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_1,1|1>1|2,-3.578125,-3.921875,0.34375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_2,1|1>1|3,-3.578125,-4.375,0.796875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_3,2|1>2|2,-2.640625,-2.953125,0.3125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_4,2|1>2|3,-2.640625,-3.640625,1.0,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_1,1|1>1|2,-3.390625,-3.6875,0.296875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_2,1|1>1|3,-3.390625,-4.375,0.984375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_3,2|1>2|2,-3.5,-3.34375,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_4,2|1>2|3,-3.5,-4.09375,0.59375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_1,1|1>1|2,-2.640625,-2.71875,0.078125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_2,1|1>1|3,-2.640625,-4.25,1.609375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_3,2|1>2|2,-3.296875,-2.828125,-0.46875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_4,2|1>2|3,-3.296875,-4.09375,0.796875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_1,1|1>1|2,-2.734375,-3.046875,0.3125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_2,1|1>1|3,-2.734375,-3.3125,0.578125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_3,2|1>2|2,-2.859375,-2.390625,-0.46875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_4,2|1>2|3,-2.859375,-3.921875,1.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_1,1|1>1|2,-3.640625,-4.40625,0.765625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_2,1|1>1|3,-3.640625,-4.5,0.859375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_3,2|1>2|2,-4.03125,-3.25,-0.78125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_4,2|1>2|3,-4.03125,-5.03125,1.0,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_1,1|1>1|2,-3.875,-3.65625,-0.21875,False
